M1,M2,M3,M4,M5,M6,RY1_2,RY2_3,RY3_4,RY4_5,RY5_6,date
3.1214834923152734,3.1405419696327392,3.159020965323777,3.1415761712795547,3.1779783109186672,3.155785898365388,-0.22870172780959164,-0.22174794829244976,0.20933752853066642,-0.436825675669349,0.26630895063934673,2008-04-01 00:00:00-05:00
3.1540172655447054,3.1805114778473915,3.193387032536976,3.197991578219127,3.1948232844336597,3.180917776538403,-0.3179305476322295,-0.15450665627501625,-0.05525454818580884,0.0380195254256086,0.16686609474307615,2008-04-02 00:00:00-05:00
3.1445831808409617,3.167335578875097,3.1770661729902647,3.185458643819094,3.1775525398634095,3.174068468849648,-0.2730287764096262,-0.11676712938200975,-0.10070964994595513,0.09487324746821882,0.041808852165134996,2008-04-03 00:00:00-05:00
3.111290648172203,3.151494076810219,3.1484786520480674,3.1467170334398324,3.142130996446616,3.1487368463214467,-0.4824411436561985,0.036185097145818156,0.021139423298822478,0.055032443918592994,-0.07927019849796897,2008-04-04 00:00:00-05:00
3.109953421046955,3.132503452792075,3.1511242090928318,3.1472552379862386,3.1691624511333862,3.1329438837547947,-0.2706003809414408,-0.22344907560908012,0.046427653279121205,-0.26288655776577186,0.434622808543096,2008-04-07 00:00:00-05:00
3.1072736755834796,3.1183427795491196,3.1243093872125187,3.1241528545279023,3.1247713375119996,3.1424325343099366,-0.13282924758768136,-0.07159929196079118,0.0018783922153977018,-0.007421795809165785,-0.21193436157524626,2008-04-08 00:00:00-05:00
3.127199012882986,3.161876430313398,3.171870423106291,3.170169665804988,3.1596506879023036,3.1519163163133688,-0.4161290091649488,-0.1199279135147141,0.020409087615634498,0.12622773483221106,0.09281245906722112,2008-04-09 00:00:00-05:00
3.0901329281491026,3.1028201514137668,3.122273226984954,3.116088399839779,3.132897350190284,3.136469744209936,-0.1522466791759735,-0.2334369068542444,0.0742179257420952,-0.20170740420606115,-0.04286872823581699,2008-04-10 00:00:00-05:00
3.1552968042002925,3.1614038194515066,3.188656178315369,3.1910339389643907,3.188780676077628,3.1881756062934876,-0.07328418301457,-0.3270283063663481,-0.028533127788257215,0.027039154641150726,0.007260837409681354,2008-04-11 00:00:00-05:00
3.1705255511154085,3.190485917294364,3.182238918381246,3.1904203703433813,3.209505053603948,3.206148159136337,-0.23952439414746354,0.09896398695741129,-0.09817742354562342,-0.22901619912680243,0.040282733611329904,2008-04-14 00:00:00-05:00
3.1258829881615076,3.171620179220542,3.1619238565640586,3.1596438538763834,3.159981222237089,3.1765498274329955,-0.5488462927084153,0.11635587187779813,0.027360032252104392,-0.004048420328467757,-0.198823262350876,2008-04-15 00:00:00-05:00
3.021887264476799,3.045075281460776,3.0395638194409025,3.057807701921458,3.050541972186144,3.0655375872423964,-0.27825620380772353,0.06613754423848187,-0.21892658976666113,0.08718875682376521,-0.17994738067502902,2008-04-16 00:00:00-05:00
3.014063271438193,3.031391748831011,3.035107311918649,3.046304995388252,3.056938458325642,3.058238634255107,-0.20794172871381622,-0.04458675705165636,-0.13437220163523553,-0.12760155524867928,-0.01560211115357929,2008-04-17 00:00:00-05:00
3.0022111979610187,3.0063597564124755,3.019586190453401,3.0484024714701676,3.0357482694327427,3.0511717731757257,-0.04978270141748327,-0.15871720849110335,-0.34579537220119855,0.15185042444909652,-0.18508204491579594,2008-04-18 00:00:00-05:00
3.0204248861443626,3.03695328274996,3.0584382477057614,3.048983558892917,3.0627154274049824,3.0755549438027354,-0.19834075926717087,-0.2578195794696176,0.11345626575413406,-0.1647824221447834,-0.15407419677303547,2008-04-21 00:00:00-05:00
3.0383127613015377,3.065724792578559,3.047596657414553,3.0807248023611806,3.0832587013000907,3.0912128064106494,-0.32894437532425486,0.21753762196807247,-0.3975377393595303,-0.030406787266922232,-0.09544926132670314,2008-04-22 00:00:00-05:00
3.008648510117765,3.0097998812948794,3.0211996352383412,3.0512105877644267,3.0482781553113107,3.0627097666358605,-0.013816454125369197,-0.13679704732154216,-0.36013143031302614,0.03518918943738933,-0.1731793358945949,2008-04-23 00:00:00-05:00
2.9987277559107772,3.003035344576686,3.02740639730795,3.020389629606878,3.0278750853766043,3.0330574475899135,-0.051691063990903924,-0.2924526327751718,0.08420121241286818,-0.08982546923671757,-0.06218834655971121,2008-04-24 00:00:00-05:00
2.97501923974552,3.0014911018865513,3.0169231403850736,3.018090993474036,3.0165604774456876,3.029117901385569,-0.3176623456923761,-0.18518446198226807,-0.01401423706754627,0.018366192340179305,-0.150689087278582,2008-04-25 00:00:00-05:00
2.9775682718493557,2.999556192807005,3.0010173600276793,2.9991272435944296,2.9920392529285484,3.0223007059268348,-0.26385505149179284,-0.017534006648087633,0.022681397198994542,0.08505588799057763,-0.3631374359794363,2008-04-28 00:00:00-05:00
3.0076608331108736,3.0200817982124097,3.0337798324474288,3.043451089853511,3.0485287311036107,3.046176433048788,-0.14905158121843354,-0.1643764108202275,-0.11605508887298815,-0.060931695001193574,0.02822757665787267,2008-04-29 00:00:00-05:00
3.03447214590683,3.0539960694911574,3.0460175435362586,3.0587486158647637,3.0780555176102853,3.0789583292586666,-0.23428708301192827,0.09574231145878223,-0.1527728679420619,-0.2316828209462572,-0.010833739780575023,2008-04-30 00:00:00-05:00
2.938103116266432,2.951000024205397,2.9681347338590247,2.993352692896963,2.977105806635596,2.96016984027427,-0.15476289526757595,-0.20561651584353272,-0.3026155084552647,0.19496263513640588,0.2032315963359095,2008-05-01 00:00:00-05:00
2.9003221055356794,2.908819274090792,2.924842756814737,2.939045077340762,2.9627099156611387,2.9364667864857457,-0.10196602266135575,-0.1922817926873363,-0.1704278463123018,-0.28397805984452107,0.31491755010471933,2008-05-02 00:00:00-05:00
2.939161901882013,2.9509970858152412,2.9685575779992694,2.969053365284331,2.9501721795293716,2.98780502213798,-0.14202220719874015,-0.21072590620833814,-0.005949447420734777,0.22657422905950714,-0.45159411130329913,2008-05-05 00:00:00-05:00
2.9019708434634395,2.9274636909609058,2.936523256078344,2.9577763901979304,2.95534929952892,2.9408179711475513,-0.3059141699695966,-0.10871478140926372,-0.2550376094350336,0.0291250880281299,0.17437594057642425,2008-05-06 00:00:00-05:00
2.982140296833121,2.995895921463672,3.01461383188543,3.0234894696365022,3.021839689764686,3.0209697269524636,-0.16506749556661193,-0.22461492506109199,-0.10650765301287032,0.019797358461793153,0.010439553746674369,2008-05-07 00:00:00-05:00
2.9652730464058945,2.9807025106879252,2.99361111208498,3.004590295298087,3.00752174554834,3.0088427772366555,-0.18515357138437186,-0.15490321676465896,-0.13175019855728523,-0.03517740300303363,-0.015852380259785907,2008-05-08 00:00:00-05:00
2.965788389319616,2.992842510878446,3.0129716352495453,3.0015472151708393,3.003321757751997,3.00695683600711,-0.32464945870596384,-0.2415494924531863,0.1370930409444684,-0.02129451097388576,-0.04362093906135864,2008-05-09 00:00:00-05:00
2.8786365531407747,2.904698708928661,2.913423347999153,2.919576032297302,2.9179969406008746,2.9298902865754264,-0.31274586945463356,-0.10469566884590581,-0.07383221157778906,0.018949100357131182,-0.14272015169462113,2008-05-12 00:00:00-05:00
2.8892600035838703,2.915732494510747,2.9027504723041018,2.9235099844655066,2.9319488900779143,2.94277551537787,-0.31766989112251687,0.15578426647973825,-0.24911414593685768,-0.10126686734889101,-0.12991950359946589,2008-05-13 00:00:00-05:00
2.871302186535503,2.8875661605244183,2.9101358658494343,2.9072668794012038,2.891775211397376,2.898630362776606,-0.19516768786698147,-0.2708364639001926,0.03442783737876517,0.18590001604593304,-0.08226181655076366,2008-05-14 00:00:00-05:00
2.7911650610066143,2.8277435366507837,2.815028807178671,2.834969085549517,2.822462333141681,2.829950729654003,-0.4389417077300367,0.15257675366535584,-0.23928334045015254,0.15008102889402802,-0.08986075814786237,2008-05-15 00:00:00-05:00
2.8015405024988675,2.8364868471735027,2.8282599692093773,2.8253469074427677,2.8492913972176446,2.86366973344609,-0.4193561360956207,0.09872253556950615,0.03495674119931066,-0.28733387729852156,-0.17254003474134194,2008-05-16 00:00:00-05:00
2.8338014198634927,2.867959160890542,2.860242700187797,2.856438445503869,2.8758155775062715,2.8854503896677017,-0.4098928923245929,0.09259752843293967,0.04565105620713253,-0.23252558402882725,-0.11561774593716315,2008-05-19 00:00:00-05:00
2.866761887917216,2.8786363769069236,2.913045142307275,2.893603335671101,2.9062036535601337,2.9035602569373724,-0.14249386787649354,-0.4129051848042157,0.2333016796340911,-0.1512038146683946,0.031720759473136205,2008-05-20 00:00:00-05:00
2.9226238099414155,2.943532015312542,2.9538966447634807,2.9568162980261317,2.9421165275132353,2.971238715365225,-0.2508984644535204,-0.12437555341125792,-0.035035839151813714,0.17639724615475727,-0.34946625422387745,2008-05-21 00:00:00-05:00
2.8931456425107753,2.923844439298583,2.913631812358983,2.9349155914701295,2.9252379761678586,2.9432918794902068,-0.36838556145369555,0.12255152327520477,-0.25540534933375714,0.11613138362724956,-0.21664683986817768,2008-05-22 00:00:00-05:00
2.972975247406338,2.999670066865179,2.9939090198122034,2.991441256456989,3.0023970303782517,3.0152802673756107,-0.3203378335060909,0.06913256463570645,0.029613160262573882,-0.1314692870551515,-0.15459884396831364,2008-05-23 00:00:00-05:00
2.9775682718493557,2.996988615851224,2.9927115153671697,3.0204498028933893,3.0290341989253204,3.0137302737082203,-0.23304412802241364,0.05132520580864728,-0.33285945031463393,-0.10301275238317571,0.18364710260520262,2008-05-27 00:00:00-05:00
2.9481164036094025,2.982041342853333,2.984391912615518,2.9489647462738664,2.997632128942115,3.0054270639349494,-0.4070992709271655,-0.028206837146219358,0.42512599609981844,-0.5840085920189813,-0.09353921991401462,2008-05-28 00:00:00-05:00
2.8981194110402666,2.9328781572681293,2.9279038657695295,2.936587419691864,2.9395927331619,2.942333039963595,-0.41710495473435205,0.059691497983197214,-0.10420264706801576,-0.036063761640429154,-0.03288368162034483,2008-05-29 00:00:00-05:00
2.880882427596084,2.90735070241615,2.9056976606965694,2.9210983542974214,2.914722424225828,2.9368482431963048,-0.31761929784079157,0.019836500634963113,-0.18480832321022278,0.07651116085912081,-0.26550982764572295,2008-05-30 00:00:00-05:00
2.9871959386843043,3.0181219012429543,3.010650654983424,3.0149304814906346,3.043527899592446,3.0428062208208493,-0.37111155070380175,0.08965495511436725,-0.05135791808652615,-0.34316901722173726,0.008660145259161225,2008-06-02 00:00:00-05:00
